RegAdm,Ville,NoAuto,Enseigne,AdrNumVoie,AdrComplement,AdrCommune,AdrCdPostal
B-NORMANDI,ALENCON,3-014.421,NORMANDY,20 GRANDE RUE/6 RUE DES CARREAUX,,ALENCON,61000
B-NORMANDI,ALENCON,3-014.421,NORMANDY,20 GRANDE RUE/6 RUE DES CARREAUX,,ALENCON,61000
PICARDIE,ALBERT,3-014.033,LE FORUM,29 RUE DE BOULAN,,ALBERT,80300
CENTRE,AIGURANDE,3-012.612,CINEMA MODERNE,CHEMIN DU CINEMA,,AIGURANDE,36140
B-NORMANDI,L AIGLE,3-012.101,L AIGLON,7 RUE DU DOCTEUR ROUYER,,L AIGLE,61300
B-NORMANDI,AGON-COUTAINVILLE,3-011.854,CINEMA DE L'ESPACE,AVENUE ROOSEVELT,,AGON COUTAINVILLE,50230
B-NORMANDI,AGON-COUTAINVILLE,3-011.851,LE DRAKKAR,AV AMIRAL TOURVILLE,,AGON COUTAINVILLE,50230
BRETAGNE,ACIGNE,3-011.101,LE FOYER,RUE NDU STADE,,ACIGNE,35690
BRETAGNE,ACIGNE,3-011.101,LE FOYER,RUE NDU STADE,,ACIGNE,35690
PICARDIE,ABBEVILLE,3-010.184,REX,26 PLACE CLEMENCEAU,,ABBEVILLE,80100
IDF,MONTIGNY-LE-BRETONNEUX,2-720.400,UGC CINE CITE SQY OUEST,1 AV. DE LA SOURCE DE LA BIEVRE,,MONTIGNY LE BRETONNEUX,78180
IDF,CRETEIL,2-720.300,UGC CINE CITE,CENTRE COMMERCIAL CRETEIL SOLEIL,,CRETEIL,94000
IDF,VILLENEUVE-LA-GARENNE,2-575.001,MEGARAMA,44 AVENUE DE LA LONGUE BERTRANE,,VILLENEUVE LA GARENNE,92390
IDF,YERRES,2-469.245,CINEMA PARADISO (EX-STUDIO 209),2 RUE MARC SANGNIER,,YERRES,91330
IDF,VITRY-SUR-SEINE,2-463.931,3 CINES ROBESPIERRE,19 AVENUE MAXIMILIEN ROBESPIERRE,,VITRY SUR SEINE,94400
IDF,VITRY-SUR-SEINE,2-463.904,THEATRE JEAN VILAR,29 RUE CLEMENT PERROT,,VITRY SUR SEINE,94400
IDF,VIRY-CHATILLON,2-463.353,CALYPSO A,38 RUE VICTOR BASCH,,VIRY CHATILLON,91170
IDF,VINCENNES,2-462.321,LE VINCENNES,30 AV DE PARIS,,VINCENNES,94300
IDF,VINCENNES,2-462.304,CINEMA SORANO,1 RUE CHARLES PATHE,,VINCENNES,94300
IDF,VILLIERS-SUR-MARNE,2-461.663,LE CASINO,13 RUE GUILLAUME BUDE,,VILLIERS-SUR-MARNE,94350
IDF,VILLENEUVE-SAINT-GEORGES,2-458.232,SUD EST THEATRE,21 AVENUE CARNOT,,VILLENEUVE SAINT GEORGES,94190
IDF,VILLENEUVE-LA-GARENNE,2-457.861,ANDRE MALRAUX,28 AVENUE DE VERDUN,,VILLENEUVE LA GARENNE,92390
IDF,VILLEJUIF,2-456.762,CINEMA D ART ROMAIN ROLLAND,18 RUE EUGENE VARLIN,BP 11,VILLEJUIF CEDEX,94800
IDF,VILLEBON-SUR-YVETTE,2-455.491,CENTRE CULTUREL JACQUES BREL,RUE JACQUES BREL,,VILLEBON SUR YVETTE,91140
IDF,LE VESINET,2-450.503,CINEMA JEAN MARAIS,59 BD CARNOT,,LE VESINET,78110
IDF,VERSAILLES,2-449.702,ROXANE,6 RUE ST SIMON,,VERSAILLES,78000
IDF,VERSAILLES,2-449.661,CYRANO,7 RUE RAMEAU,,VERSAILLES,78000
IDF,VERRIERES-LE-BUISSON,2-449.542,LE COLOMBIER,VOIE DE L AULNE,,VERRIERES LE BUISSON,91370
IDF,VERNEUIL-SUR-SEINE,2-448.802,ESPACE MAURICE BEJART,3 BLVD ANDRE MALRAUX,,VERNEUIL SUR SEINE,78480
IDF,VELIZY-VILLACOUBLAY,2-445.702,UGC VELIZY,CENTRE COMMERCIAL VELIZY II,,VELIZY VILLACOUBLAY,78140
IDF,VAUX-LE-PENIL,2-444.791,LA GRANGE,RUE AMBROISE PRO,,VAUX LE PENIL,77000
IDF,VAUREAL,2-444.330,L'ANTARES,"1, PLACE DU COEUR BATTANT",VAUREAL,CERGY-PONTOISE CEDEX,95038
IDF,VAUCRESSON,2-443.601,LE NORMANDY,72 BOULEVARD DE LA REPUBLIQUE,,VAUCRESSON,92420
IDF,VARENNES-SUR-SEINE,2-442.370,CINEMA CONFLUENCES,PETIT FOSSARD,,VARENNES-SUR-SEINE,77130
IDF,VANVES,2-442.002,LE VANVES,12 RUE SADI CARNOT,,VANVES,92170
IDF,VAIRES-SUR-MARNE,2-439.271,LES VARIETES,72 RUE DE CHELLES,,VAIRES SUR MARNE,77360
IDF,LES ULIS,2-437.562,UGC LES ULIS,CENTRE COMMERCIAL LES ULIS 2,,BURES SUR YVETTE,91440
IDF,LES ULIS,2-437.561,STUDIO DES CHAMPS LASNIERS,AVENUE DU BERRY,,LES ULIS,91940
IDF,TREMBLAY-EN-FRANCE,2-433.972,JACQUES TATI,29 BIS AV CHARLES DE GAULLE,,TREMBLAY EN FRANCE,93290
IDF,TRAPPES,2-432.832,CINEMA LE GRENIER A SEL,PLACE DU 8 MAI 1945,,TRAPPES,78190
IDF,TORCY,2-429.132,MEGA CGR,CENTRE COMMERCIAL BAY 1 LOISIRS,PROMENADE DU 7ÈME ART,TORCY,77200
IDF,TORCY,2-429.131,MAISON DU TEMPS LIBRE,PLACE DE L ARCHE GUEDON,,VAIRES SUR MARNE,77360
IDF,THIAIS,2-425.503,PATHE BELLE EPINE,CENTRE COMMERCIAL BELLE EPINE,,THIAIS,94320
IDF,TAVERNY,2-422.871,STUDIO 207,207 RUE DE PARIS,,TAVERNY,95150
IDF,SAINT-OUEN,2-408.441,CINEMA FLOREAL,7/9 RUE DES ROSIERS,,SAINT OUEN,93400
IDF,SAINT-OUEN-L AUMONE,2-408.323,UTOPIA,1 PLACE MENDES-FRANCE,,SAINT OUEN L AUMONE,95310
IDF,SAINT-MICHEL-SUR-ORGE,2-406.812,CINES CARNE,PLACE MARCEL CARNE,,SAINT MICHEL SUR ORGE,91240
IDF,SAINT-MAUR-DES-FOSSES,2-404.612,LES 4 DELTA 4,81 BIS AVENUE DU BAC,,LA VARENNE SAINT HILAIRE,94210
IDF,SAINT-MAUR-DES-FOSSES,2-404.603,LE LIDO,70 AV DE LA REPUBLIQUE,,SAINT MAUR DES FOSSES,94100
IDF,SAINT-GRATIEN,2-390.452,LES TOILES OLYMPIC,PLACE FRANCOIS TRUFFAUT,,SAINT GRATIEN,95210
IDF,SAINT-GERMAIN-EN-LAYE,2-388.971,C 2 L,25/27/29 RUE DU VIEUX MARCHE,,SAINT GERMAIN EN LAYE,78100
IDF,SAINTE-GENEVIEVE-DES-BOIS,2-386.864,LES 4 PERRAY,44/46 AV GABRIEL PERI,,SAINTE GENEVIEVE DES BOIS,91700
IDF,SAINT-FARGEAU-PONTHIERRY,2-384.792,ESPACE CULTUREL LES 26 COULEURS,IMPASSE PASTEUR,,SAINT-FARGEAU-PONTHIERRY,77310
IDF,SAINT-DENIS,2-381.941,GAUMONT,8 RUE DU MONDIAL 1998,,SAINT DENIS,93200
IDF,SAINT-DENIS,2-381.912,ECRAN,14 PASSAGE DE L ACQUEDUC,,SAINT DENIS,93200
IDF,SAINT-CYR-L ECOLE,2-381.152,LES YEUX D ELSA,11 BIS AVE JEAN JAURES,,SAINT CYR L ECOLE,78210
IDF,SAINT-CLOUD,2-379.671,LES TROIS PIERROTS,6-8 RUE DU MONT VALERIEN,,SAINT CLOUD,92210
IDF,SAINT-ARNOULT-EN-YVELINES,2-374.021,LE CRATERE,RUE JEAN MOULIN,,SAINT ARNOULT EN YVELINES,78730
IDF,SURESNES,2-370.411,LE CAPITOLE,3 RUE LEDRU ROLLIN,,SURESNES,92150
IDF,SUCY-EN-BRIE,2-370.073,ESPACE JEAN-MARIE POIRIER (EX-CENTRE CULTUREL),ESPLANADE DU 18 JUIN 1940,,SUCY EN BRIE,94370
IDF,STAINS,2-368.403,SALLE PAUL ELUARD,PLACE MARCEL POINTET,,STAINS,93240
IDF,SEVRES,2-362.414,CINE SEL,47/49 GRANDE RUE,,SEVRES,92310
IDF,SEVRAN,2-362.374,LES 39 MARCHES 4,CTRE BEAU-SEVRAN/LES BEAUDOTTES,,SEVRAN,93270
IDF,SCEAUX,2-356.871,TRIANON,3 BIS RUE MARGUERITE RENAUDIN,,SCEAUX,92330
IDF,SAVIGNY-SUR-ORGE,2-356.521,EXCELSIOR A,78 AV CHARLES DE GAULLE,,SAVIGNY SUR ORGE,91600
IDF,SAVIGNY-LE-TEMPLE,2-356.431,ESPACE PREVERT,QUARTIER DU PLESSIS LE ROI,,SAVIGNY LE TEMPLE,77176
IDF,SARTROUVILLE,2-353.531,ABC,6 RUE HOCHE,,SARTROUVILLE,78500
IDF,SANNOIS,2-351.992,CYRANO,PLACE DU GENERAL LECLERC,,SANNOIS,95110
IDF,RUNGIS,2-347.812,L ARC EN CIEL,1 PLACE DU GL DE GAULLE,,RUNGIS,94150
IDF,RUEIL-MALMAISON,2-347.175,ARIEL HAUTS DE RUEIL,59 AVENUE DE FOUILLEUSE,,RUEIL-MALMAISON,92500
IDF,RUEIL-MALMAISON,2-347.164,CENTRE CULTUREL EDMOND ROSTAND,20 BD EDMOND ROSTAND,,RUEIL MALMAISON,92500
IDF,RUEIL-MALMAISON,2-347.162,ARIEL,99 AVENUE PAUL DOUMER,,RUEIL MALMAISON,92500
IDF,ROSNY-SOUS-BOIS,2-343.762,LE TRIANON,1 RUE DU GENERAL DE GAULLE,,ROSNY SOUS BOIS,93110
IDF,ROSNY-SOUS-BOIS,2-343.750,UGC CINE CITE ROSNY,16 RUE CONRAD ADENAUER,CENTRE COMMERCIAL ROSNY 2,ROSNY SOUS BOIS,93110
IDF,ROMAINVILLE,2-341.652,LE TRIANON,PL CARNOT ET 1 RUE ETIENNE DOLET,,ROMAINVILLE,93230
IDF,ROISSY-EN-BRIE,2-341.321,LA GRANGE,FERME DE L'AYAU,,ROISSY,77680
IDF,RIS-ORANGIS,2-338.335,CINOCHE 4,AVENUE DE LA LIBERATION,,RIS ORANGIS,91130
IDF,RIS-ORANGIS,2-338.332,CINOCHE,ALLEE JEAN WIENER,,RIS ORANGIS,91130
IDF,RAMBOUILLET,2-331.273,THEATRE LE NICKEL (EX-CAC NICKELODEON),50 RUE DU MUGUET,,RAMBOUILLET,78120
IDF,RAMBOUILLET,2-331.271,VOX ODEON,71 RUE DU GENERAL DE GAULLE,,RAMBOUILLET,78120
IDF,PUTEAUX,2-327.961,LE CENTRAL,134 RUE DE LA REPUBLIQUE,,PUTEAUX,92800
IDF,PUTEAUX,2-327.945,UGC CINE CITE LA DEFENSE,LE DOME,CENTRE COMMERCIAL LES 4 TEMPS,PUTEAUX,92800
IDF,PROVINS,2-326.550,LE REXY,QUARTIER DELORT,,PROVINS,77160
IDF,PROVINS,2-326.542,REXY,1 RUE GRANDE PUTTE MUCE,,PROVINS,77160
IDF,PONTOISE,2-320.532,ROYAL UTOPIA,14 RUE ALEXANDRE PRACHAY,,PONTOISE,95300
IDF,PONTAULT-COMBAULT,2-318.801,APOLLO,62 AVENUE DE LA REPUBLIQUE,,PONTAULT COMBAULT,77340
IDF,POISSY,2-317.291,C 2 L,18 RUE CHARLES DE GAULLE,,POISSY,78300
IDF,LE PLESSIS-TREVISE,2-314.451,ESPACE PAUL VALERY,72 ET 74 AVENUE ARDOUIN,,LE PLESSIS TREVISE,94420
IDF,LE PLESSIS-ROBINSON,2-314.412,SALLE GERARD PHILIPE,2 RUE ANDRE LE NOTRE,,LE PLESSIS ROBINSON,92350
IDF,PLAISIR,2-313.011,JACQUES BECKER,CCR GRAND PLAISIR,,PLAISIR,78370
IDF,LE PERREUX-SUR-MARNE,2-307.692,CENTRE DES BORDS DE MARNE,2 RUE DE LA PRAIRIE,,LE PERREUX SUR MARNE,94170
IDF,LES PAVILLONS-SOUS-BOIS,2-305.402,ESPACE DES ARTS,PLACE CHARLES DE GAULLE,,LES PAVILLONS SOUS BOIS,93320
IDF,PARAY-VIEILLE-POSTE,2-303.445,SALLE DES FETES,"1, RUE ALSACE-LORRAINE",,PARAY VIEILLE POSTE,91550
IDF,PANTIN,2-303.281,CINE 104,104 AV JEAN LOLIVE,,PANTIN,93500
IDF,PANTIN,2-303.261,ESPACE CINEMA,80 AV JEAN JAURES,,PANTIN,93500
IDF,PALAISEAU,2-302.485,CINEPAL,AVENUE DU 8 MAI 1945,,PALAISEAU,91120
IDF,PALAISEAU,2-302.481,NAUTILUS,AV DU 8 MAI 1945,,PALAISEAU,91120
IDF,OZOIR-LA-FERRIERE,2-301.781,LE PIERRE BRASSEUR,103 AV DU GENERAL DE GAULLE,,OZOIR LA FERRIERE,77330
IDF,OTHIS,2-300.380,SALLE PIERRE MENDES FRANCE,SLE PIERRE MENDES FRANCE,RUE  19 MARS 1962,OTHIS,77280
IDF,ORSAY,2-299.572,SALLE JACQUES TATI  BOUVECHE,14 AVENUE SAINT LAURENT,,ORSAY,91400
IDF,ORMESSON-SUR-MARNE,2-299.122,CENTRE CULTUREL  ORMESSON,22 AV WLADIMIR D ORMESSON,,ORMESSON SUR MARNE,94490
IDF,ORLY,2-298.964,SALLE ARAGON,1 PLACE DU FER A CHEVAL,,ORLY,94310
IDF,NOISY-LE-GRAND,2-292.377,LE BIJOU,PLACE DE LA LIBERATION,,NOISY-LE-GRAND,93160
IDF,NOISY-LE-GRAND,2-292.374,UGC CINE CITE,CENTRE COMMERCIAL LES ARCADES,,NOISY LE GRAND,93160
IDF,NOISIEL,2-292.341,LA FERME DU BUISSON SALLE,ALLEE DE LA FERME,NOISIEL,MARNE-LA-VALLEE CEDEX 2,77448
IDF,NOGENT-SUR-MARNE,2-291.891,ROYAL PALACE,165 GRANDE RUE CHARLES DE GAULLE,,NOGENT SUR MARNE,94130
IDF,NEUILLY-SUR-SEINE,2-288.151,LE VILLAGE I,4 RUE DE CHEZY,,NEUILLY SUR SEINE,92200
IDF,NEUILLY-PLAISANCE,2-288.024,LA FAUVETTE,21 AV DANIEL PERDRIGE,,NEUILLY PLAISANCE,93360
IDF,NEMOURS,2-286.831,MELIES,9 RUE BEZOUT,,NEMOURS,77140
IDF,NANTERRE,2-284.490,LES LUMIERES,49 RUE MAURICE THOREZ,,NANTERRE,92000
IDF,NANGIS,2-284.362,LA BERGERIE,COUR EMILE ZOLA,,NANGIS,77380
IDF,LES MUREAUX,2-283.043,FREDERIC DARD CLUB A,77 RUE PAUL DOUMER,,LES MUREAUX,78130
IDF,MONTROUGE,2-276.554,CINE MONTROUGE,88 RUE RACINE,,MONTROUGE,92120
IDF,MONTREUIL,2-276.083,MELIES,9 AV RESISTANCE CROIX CHAVAUX,,MONTREUIL,93100
IDF,MONTIGNY-LES-CORMEILLES,2-273.182,CENTRE PICASSO,RUE GUY DE MAUPASSANT,,MONTIGNY LES CORMEILLES,95370
IDF,MONTIGNY-LE-BRETONNEUX,2-273.071,JACQUES BREL,RUE DE LA MARE AUX CARATS,,MONTIGNY LE BRETONNEUX,78180
IDF,MONTGERON,2-272.392,LE CYRANO,114 AVENUE DE LA REPUBLIQUE,,MONTGERON,91230
IDF,MONTFORT-L AMAURY,2-272.072,SALLE DES LOISIRS,3 PLACE DE NICKENICH,,MONTFORT L AMAURY,78490
IDF,MONTEREAU-FAULT-YONNE,2-271.313,CINE MONTEREAU POINT COM (EX-3 MOUSQUETAIRES),1 RUE DE LA FAIENCERIE,,MONTEREAU FAULT YONNE,77130
IDF,MONS-EN-MONTOIS,2-267.481,CINEMA  11X20 14,21 RUE DE LA CROIX-ROUGE,,MONS EN MONTOIS,77520
IDF,MOISSY-CRAMAYEL,2-264.672,LA ROTONDE,PLACE DU 14 JUILLET,,MOISSY CRAMAYEL,77550
IDF,MITRY-MORY,2-263.912,CONCORDE,4 AV DES BOSQUETS,,MITRY MORY,77290
IDF,MEUDON,2-260.903,CENTRE D ART ET DE CULTURE,15 BOULEVARD DES NATIONS-UNIES,,MEUDON,92190
IDF,MENNECY,2-256.982,ESPACE CULTUREL J J ROBERT,7 AVENUE DE VILLEROY,,MENNECY,91540
IDF,MELUN,2-255.991,VARIETES,20 BD CHAMBLAIN,,MELUN,77000
IDF,MEAUX,2-254.781,MAJESTIC,11 PLACE HENRI IV,,MEAUX,77100
IDF,MAULE,2-252.712,LES 2 SCENES,PLACE HENRI DUNANT,,MAULE,78580
IDF,MASSY,2-252.134,CINEMASSY,PLACE DE FRANCE,,MASSY,91300
IDF,MARLY-LE-ROI,2-248.192,FONTENELLE,10 RUE CARNOT,,MARLY LE ROI,78160
IDF,MARCOUSSIS,2-246.432,ATMOSPHERE,PARC DES CELESTINS,,MARCOUSSIS,91460
IDF,MANTES-LA-JOLIE,2-244.715,LE CHAPLIN,PLACE MENDES FRANCE,,MANTES LA JOLIE,78200
IDF,MANTES-LA-JOLIE,2-244.700,MEGA CGR,PLACE HENRI DUNANT,,MANTES LA JOLIE,78200
IDF,MALAKOFF,2-242.422,MARCEL PAGNOL  (EX CELTIC),17 RUE BERANGER,,MALAKOFF,92240
IDF,MAISONS-LAFFITTE,2-242.003,L'ATALANTE,48 RUE DU PRIEURE,,MAISONS LAFFITTE,78600
IDF,LIVRY-GARGAN,2-229.833,CINE MUNICIPAL YVES MONTAND,36 RUE EUGENE MASSE,,LIVRY GARGAN,93190
IDF,LINAS,2-228.621,ESPACE CARZOU,2BIS RUE DES ECOLES,,LINAS,91310
IDF,LIMEIL-BREVANNES,2-228.122,ATELIER BARBARA (EX-ANATOLE FRANCE),22-24 RUE ALSACE LORRAINE,,LIMEIL-BREVANNES,94456
IDF,LES LILAS,2-226.883,THEATRE DU GARDE CHASSE,2 AVENUE WALDECK ROUSSEAU,,LES LILAS,93260
IDF,LIEUSAINT,2-226.040,GAUMONT CARRE SENART,CENTRE COMMERCIAL CARRE SENART,3 ALLEE DU PREAMBULE,LIEUSAINT CEDEX,77566
IDF,LEVALLOIS-PERRET,2-224.384,EIFFEL,33 RUE D'ALSACE,,LEVALLOIS PERRET,92300
IDF,LAGNY-SUR-MARNE,2-211.844,ESPACE,5 RUE DELAMBRE,,LAGNY SUR MARNE,77400
IDF,JUVISY-SUR-ORGE,2-206.924,CINEMA AGNES VARDA,37-39 GRANDE RUE,,JUVISY SUR ORGE,91260
IDF,JOUY-LE-MOUTIER,2-205.601,CENTRE CULTUREL,96 AVENUE DES BRUZACQUES,,CERGY,95000
IDF,JOINVILLE-LE-PONT,2-204.534,SALLE PIERRE ET JACQUES PREVERT (EX -SALLE DES CONGRES),RUE DE PARIS,,JOINVILLE LE PONT,94340
IDF,IVRY-SUR-SEINE,2-202.562,PATHE,2 QUAI MARCEL BOYER,5 RUE FRANCOIS MITTERRAND,IVRY SUR SEINE,94200
IDF,IVRY-SUR-SEINE,2-202.551,LUXY,77 AV GEORGES GOSNAT,,IVRY SUR SEINE,94200
IDF,ISSY-LES-MOULINEAUX,2-202.214,CINE D ISSY,MAIL RAYMOND MENAND,,ISSY LES MOULINEAUX,92130
IDF,L ISLE-ADAM,2-201.524,LE CONTI,PLACE DU PATIS,,L ISLE ADAM,95290
IDF,L ILE-SAINT-DENIS,2-200.391,CENTRE CULTUREL JEAN VILAR,3 RUE LENINE,,ILE SAINT DENIS,93450
IDF,HERBLAY,2-195.082,THEATRE ROGER BARAT (EX-CENTRE CULTUREL),PLACE DE LA HALLE,,HERBLAY,95220
IDF,L HAY-LES-ROSES,2-193.442,LA TOURNELLE,14 RUE DISPAN,,L HAY LES ROSES,94240
IDF,GOUSSAINVILLE,2-181.553,THEATRE SARAH BERNHARDT,82 BD PAUL VAILLANT COUTURIER,,GOUSSAINVILLE,95190
IDF,GONESSE,2-179.852,CINE THEATRE JACQUES PREVERT,PLACE AIME-CESAIRE,,GONESSE,95500
IDF,GIF-SUR-YVETTE,2-177.201,LE CENTRAL,SQUARE DE LA MAIRIE,,GIF SUR YVETTE,91190
IDF,GENNEVILLIERS,2-175.513,CINEMA JEAN VIGO,1 RUE PIERRE ET MARIE CURIE,,GENNEVILLIERS,92230
IDF,GARGES-LES-GONESSE,2-173.332,JACQUES BREL A,PLACE DE L'HOTEL DE VILLE,,GARGES LES GONESSE,95140
IDF,GARCHES,2-172.914,CINE GARCHES,86 GRANDE RUE,,GARCHES,92380
IDF,GAGNY,2-172.043,THEATRE ANDRE MALRAUX,1 BIS RUE GUILLEMETEAU,,GAGNY,93220
IDF,FRESNES,2-169.572,M J C,2 AV DU PARC DES SPORTS,,FRESNES,94260
IDF,FRANCONVILLE,2-168.193,CINE HENRI LANGLOIS,32 BIS RUE DE LA STATION,,FRANCONVILLE,95130
IDF,FOSSES,2-166.051,CINEMA DE L YSIEUX,PLACE JEAN MOULIN,,FOSSES,95470
IDF,FONTENAY-TRESIGNY,2-164.232,SALLE DES FETES,VILLE DE FONTENAY TRESIGNY,26 AVE DU GENERAL DE GAULLE,FONTENAY TRESIGNY,77610
IDF,FONTENAY-SOUS-BOIS,2-164.112,LE KOSMOS,243TER AVENUE DE LA REPUBLIQUE,,FONTENAY SOUS BOIS,94120
IDF,FONTENAY-LE-FLEURY,2-164.022,THEATRE DE FONTENAY,PLACE DU 8 MAI 1945,,FONTENAY LE FLEURY,78330
IDF,FONTENAY-AUX-ROSES,2-163.962,LE SCARRON,8 AV. JEANNE ET MAURICE DOLIVET,,FONTENAY AUX ROSES,92260
IDF,FONTAINEBLEAU,2-162.844,ERMITAGE,6 RUE DE FRANCE,,FONTAINEBLEAU,77300
IDF,FONTAINEBLEAU,2-162.842,SELECT,23 PLACE NAPOLEON BONAPARTE,,FONTAINEBLEAU,77300
IDF,LA FERTE-GAUCHER,2-158.742,SALLE POLYVALENTE,MAIRIE DE LA FERTE GAUCHER,PLACE DU GENERAL DE GAULLE,LA FERTE GAUCHER,77320
IDF,EVRY,2-154.488,MEGA CGR,CENTRE COMMERCIAL EVRY 2,PLACE DE L'AGORA - CE 169,EVRY CEDEX,91022
IDF,ETRECHY,2-153.552,ESPACE JEAN MONNET,COMMUNE D'ETRECHY,PLACE DU GENERAL DE GAULLE,ETRECHY,91580
IDF,ETAMPES,2-152.884,CINETAMPES,PLACE GEOFFROY ST HILAIRE,,ETAMPES,91150
IDF,ETAMPES,2-152.882,LA ROTONDE A,102 RUE SAINT JACQUES,,ETAMPES,91150
IDF,ERMONT,2-149.335,PIERRE FRESNAY,3 RUE SAINT FLAIVE,,ERMONT,95120
IDF,EPINAY-SUR-SEINE,2-148.324,MEGA CGR,5 AVENUE DU MARECHAL  JOFFRE,,EPINAY SUR SEINE,93800
IDF,EPINAY-SUR-SEINE,2-148.321,ESPACE CINE,RUE DU GENERAL JULIEN,,EPINAY SUR SEINE,93800
IDF,ENGHIEN-LES-BAINS,2-147.084,CENTRE DES ARTS,"12-16, RUE DE LA LIBERATION",,ENGHIEN-LES-BAINS,95880
IDF,ENGHIEN-LES-BAINS,2-147.071,FRANCAIS,38 RUE DU GENERAL DE GAULLE,,ENGHIEN LES BAINS,95880
IDF,ELANCOURT,2-146.371,GRENOUILLE,CENTRE COMMERCIAL DES 7 MARES,,ELANCOURT,78990
IDF,DUGNY,2-143.550,SALLE DE SPECTACLES HENRI SALVADOR,2 PARVIS EDITH PIAF,,DUGNY,93440
IDF,DRAVEIL,2-142.831,ORANGERIE,117 AV HENRI BARBUSSE,,DRAVEIL,91210
IDF,DRANCY,2-142.752,ESPACE CULTUREL DU PARC,PLACE MAURICE NILES,,DRANCY,93700
IDF,DOURDAN,2-142.173,CTRE CULTUREL RENE CASSIN,RUE DES VERGERS SAINT JACQUES,,DOURDAN,91410
IDF,DOURDAN,2-142.171,PARTERRE,SQUARE DE LAC MEGANTIC,,DOURDAN,91410
IDF,DOMONT,2-140.521,ESPACE ERMITAGE,ALLEE STE THERESE,,DOMONT,95000
IDF,DAMMARIE-LES-LYS,2-133.212,PATHE DAMMARIE,LA CARTONNERIE,824 AVENUE DU LYS,DAMMARIE LES LYS,77190
IDF,CRETEIL,2-128.541,CINEMA DU PALAIS,40 ALLEE PARMENTIER,,CRETEIL,94000
IDF,CRETEIL,2-128.535,LA LUCARNE MJC,100 RUE JULIETTE SAVAR,,CRETEIL,94000
IDF,LA COURNEUVE,2-125.135,L ETOILE,1 ALLEE DU PROGRES,,LA COURNEUVE,93120
IDF,COURBEVOIE,2-123.914,ABEL GANCE,184 BD ST DENIS,,COURBEVOIE,92400
IDF,COURBEVOIE,2-123.905,CAMILLE ST SAENS,15 BOULEVARD ARISTIDE BRIAND,,COURBEVOIE,92400
IDF,COULOMMIERS,2-123.373,HEMISPHERE THEATER,23 RUE MARCEL CLAVIER,,COULOMMIERS,77120
IDF,COULOMMIERS,2-123.361,CLUB,3 RUE DU GENERAL DE GAULLE,,COULOMMIERS,77120
IDF,CORBEIL-ESSONNES,2-120.293,ARCEL,15 PLACE LEON CASSE,,CORBEIL ESSONNES,91100
IDF,CONFLANS-SAINTE-HONORINE,2-119.305,PATHE,ZA LES BOUTRIES,RUE DE L'HAUTIL,CONFLANS SAINTE HONORINE,78700
IDF,CONFLANS-SAINTE-HONORINE,2-119.301,CINEVILLE (EX-ATALANTE),5 RUE ARNOULT CRAPOTTE,,CONFLANS SAINTE HONORINE,78700
IDF,COMBS-LA-VILLE,2-117.921,LA COUPOLE,RUE JEAN FRANCOIS MILLET,,COMBS LA VILLE,77380
IDF,COLOMBES,2-117.051,CLUB,27 A 39 RUE DU BOURNARD,,COLOMBES,92700
IDF,COLOMBES,2-117.025,M J C THEATRE DE COLOMBES,"96, 98 RUE ST DENIS",,COLOMBES,92700
IDF,CLICHY,2-115.104,CINEMA RUTEBEUF,16-18  ALLEES LEON-GAMBETTA,,CLICHY-LA-GARENNE,92110
IDF,LES CLAYES-SOUS-BOIS,2-114.032,ESPACE PHILIPPE NOIRET (EX-CINEMA HENRI LANGLOIS),PLACE CHARLES DE GAULLE,,LES CLAYES SOUS BOIS,78340
IDF,CLAMART,2-113.523,CINEMA JEANNE MOREAU (EX-CENTRE CULTUREL JEAN ARP),22 RUE PAUL VAILLANT COUTURIER,,CLAMART,92140
IDF,CHOISY-LE-ROI,2-112.014,SALLE PAUL ELUARD,4 AV DE VILLENEUVE ST GEORGES,,CHOISY LE ROI,94600
IDF,CHILLY-MAZARIN,2-111.583,FRANCOIS TRUFFAUT,2 RUE DE L ECOLE,,CHILLY MAZARIN,91380
IDF,CHILLY-MAZARIN,2-111.582,M J C CHILLY,10 RUE PIERRE MENDES FRANCE,,CHILLY MAZARIN,91380
IDF,CHEVILLY-LARUE,2-110.761,SALLE ANDRE MALRAUX,102 AV DU GENERAL DE GAULLE,,CHEVILLY LARUE,94550
IDF,CHESSY,2-110.351,GAUMONT DISNEY VILLAGE,1 ESPLANADE FRANCOIS TRUFFAUT,,MARNE LA VALLEE,77705
IDF,LE CHESNAY,2-110.263,STUDIO A,CENTRE COMMERCIAL PARLY II,,LE CHESNAY,78150
IDF,CHENNEVIERES-SUR-MARNE,2-109.524,LE THEATRE,11 AV DU MARECHAL LECLERC,,CHENNEVIERES SUR MARNE,94430
IDF,CHELLES,2-108.774,COSMOS,22 AV DE LA RESISTANCE,,CHELLES,77500
IDF,CHAVILLE,2-108.192,ATRIUM,3 PARVIS ROBERT SCHUMAN,,CHAVILLE,92370
IDF,CHATOU,2-106.262,LOUIS JOUVET,3 PLACE MAURICE BERTEAUX,,CHATOU,78400
IDF,CHATILLON,2-106.031,CINEMA,7BIS RUE DE LA MAIRIE,,CHATILLON,92320
IDF,CHATENAY-MALABRY,2-105.652,REX,364 AVE DE LA DIVISION LECLERC,,CHATENAY MALABRY,92290
